state_label,region_label,census_division_label,marital_status_label,living_arrangement_label,marital_net_label,gender_age_net_label,national_weight,census_division_weight,state_weight
Rhode Island,Northeast,New England,Married,Live with spouse/partner,Married,Male 65+,0.392913,0.364685,0.986871
Kansas,Midwest,West North Central,Single,Only adult in household,Single,Female 25–34,0.379983,0.781235,0.715204
Rhode Island,Northeast,New England,Single,Only adult in household,Single,Female 45–54,0.385775,0.416898,0.770595
Alaska,West,Pacific,Widowed/widower,Only adult in household,Single,Female 65+,1.250293,0.055565,0.624624
Delaware,South,South Atlantic,Married,Live with spouse/partner,Married,Female 45–54,0.918587,0.123437,0.692501
Maine,Northeast,New England,Married,Live with spouse/partner,Married,Female 65+,0.350735,0.496978,0.857135
Maine,Northeast,New England,Married,Live with spouse/partner,Married,Female 35–44,0.595226,0.698964,2.125493
Maine,Northeast,New England,Widowed/widower,Only adult in household,Single,Female 65+,0.350735,0.496978,0.857135
New Hampshire,Northeast,New England,Divorced,Live with spouse/partner,Living with partner,Female 55–64,0.418193,0.602987,1.047031
District of Columbia,South,South Atlantic,Single,Live with spouse/partner,Living with partner,Male 35–44,2.068686,0.106598,1.265025
West Virginia,South,South Atlantic,Married,Live with spouse/partner,Married,Female 55–64,0.995781,0.21183,0.80152
Nebraska,Midwest,West North Central,Married,Live with spouse/partner,Married,Male 65+,0.387971,0.495624,0.738605
South Dakota,Midwest,West North Central,Divorced,Live with spouse/partner,Living with partner,Male 45–54,0.374219,0.238334,0.837216
Kansas,Midwest,West North Central,Married,Live with spouse/partner,Married,Female 55–64,0.493044,0.966162,1.138938
Montana,West,Mountain,Divorced,Live with family/friends/roommates,Single,Female 55–64,0.389766,0.334796,0.864454
New Hampshire,Northeast,New England,Single,Live in parents’ home,Single,Male 35–44,0.378456,0.55485,1.097368
Vermont,Northeast,New England,Married,Live with spouse/partner,Married,Female 65+,0.418193,0.282615,0.886254
Utah,West,Mountain,Married,Live with spouse/partner,Married,Male 45–54,0.420571,0.966976,0.921586
Maine,Northeast,New England,Married,Live with spouse/partner,Married,Male 35–44,0.378456,0.552329,1.029595
New Mexico,West,Mountain,Married,Live with spouse/partner,Married,Female 45–54,0.428704,0.604308,0.700461
Utah,West,Mountain,Single,Live with spouse/partner,Living with partner,Male 45–54,0.352729,0.828686,0.785036
Nebraska,Midwest,West North Central,Single,Only adult in household,Single,Female 35–44,0.701763,0.842926,1.21493
Delaware,South,South Atlantic,Married,Live with spouse/partner,Married,Male 55–64,0.934276,0.118978,0.68349
Arkansas,South,West South Central,Single,Only adult in household,Single,Male 18–24,1.393304,0.265354,1.242676
New Mexico,West,Mountain,Single,Only adult in household,Single,Male 55–64,0.365691,0.525329,0.745945
Mississippi,South,East South Central,Married,Live with spouse/partner,Married,Female 35–44,0.728562,0.606352,1.09085
New Hampshire,Northeast,New England,Married,Live with spouse/partner,Married,Female 65+,0.418193,0.602987,1.047031
Maine,Northeast,New England,Married,Live with spouse/partner,Married,Male 35–44,0.317408,0.457303,0.833793
Idaho,West,Mountain,Married,Live with spouse/partner,Married,Female 65+,0.464731,0.650092,1.134651
Mississippi,South,East South Central,Married,Live with spouse/partner,Married,Female 45–54,0.611039,0.529151,0.857892
Nebraska,Midwest,West North Central,Married,Live with spouse/partner,Married,Female 35–44,0.454823,0.632338,1.01326
Idaho,West,Mountain,Divorced,Live with family/friends/roommates,Single,Female 55–64,0.389766,0.557121,0.689238
South Dakota,Midwest,West North Central,Single,Only adult in household,Single,Female 55–64,0.413512,0.257724,0.80706
Hawaii,West,Pacific,Married,Live with spouse/partner,Married,Male 65+,1.398688,0.150555,1.017239
South Carolina,South,South Atlantic,Married,Live with spouse/partner,Married,Male 65+,0.934276,0.610757,0.665712
Utah,West,Mountain,Married,Live with spouse/partner,Married,Female 55–64,0.894738,1.382993,1.640755
Arkansas,South,West South Central,Widowed/widower,Only adult in household,Single,Female 55–64,1.488421,0.307358,1.085042
Alaska,West,Pacific,Single,Live with spouse/partner,Living with partner,Female 25–34,1.399019,0.066838,1.013342
Utah,West,Mountain,Married,Live with spouse/partner,Married,Female 25–34,0.427049,0.976637,0.976428
North Dakota,Midwest,West North Central,Married,Live with spouse/partner,Married,Male 65+,0.387971,0.202794,1.052282
Rhode Island,Northeast,New England,Single,Only adult in household,Single,Male 35–44,0.317408,0.346121,0.722359
Arkansas,South,West South Central,Single,Live with family/friends/roommates,Single,Male 35–44,1.348876,0.297307,0.962228
Arkansas,South,West South Central,Divorced,Only adult in household,Single,Female 35–44,1.373038,0.312107,1.079149
Mississippi,South,East South Central,Married,Live with spouse/partner,Married,Male 65+,0.621475,0.497442,0.838601
Ohio,Midwest,East North Central,Married,Live with spouse/partner,Married,Male 65+,1.17325,1.001573,0.678994
Nebraska,Midwest,West North Central,Married,Live with spouse/partner,Married,Male 35–44,0.446194,0.59314,1.048031
Utah,West,Mountain,Single,Live with family/friends/roommates,Single,Female 55–64,0.464731,1.07161,1.02156
New Mexico,West,Mountain,Married,Live with spouse/partner,Married,Female 35–44,0.359551,0.517885,0.625272
Arkansas,South,West South Central,Married,Live with spouse/partner,Married,Female 35–44,1.402234,0.293216,1.791324
Nebraska,Midwest,West North Central,Married,Live with spouse/partner,Married,Female 35–44,0.381456,0.539906,0.847823
New Mexico,West,Mountain,Single,Live with family/friends/roommates,Single,Female 18–24,0.436129,0.65742,0.966256
Ohio,Midwest,East North Central,Married,Live with spouse/partner,Married,Male 45–54,1.131664,1.009182,0.834436
New Jersey,Northeast,Middle Atlantic,Married,Live with spouse/partner,Married,Male 45–54,1.570974,0.532443,0.760842
Texas,South,West South Central,Married,Live with spouse/partner,Married,Male 45–54,1.346989,3.160439,1.150219
Missouri,Midwest,West North Central,Single,Only adult in household,Single,Female 18–24,0.379983,1.69989,0.898843
Michigan,Midwest,East North Central,Divorced,Only adult in household,Single,Male 55–64,1.17325,0.843553,0.82229
Washington,West,Pacific,Married,Live with spouse/partner,Married,Female 35–44,1.153369,0.608888,0.826792
Michigan,Midwest,East North Central,Married,Live with spouse/partner,Married,Male 45–54,1.131664,0.849961,0.839135
Ohio,Midwest,East North Central,Married,Live with spouse/partner,Married,Female 65+,1.490998,1.363954,1.060881
Arizona,West,Mountain,Married,Live with spouse/partner,Married,Male 65+,0.436026,2.191983,1.085831
North Carolina,South,South Atlantic,Married,Live with spouse/partner,Married,Female 65+,0.995781,1.28882,0.946687
Kentucky,South,East South Central,Divorced,Live with family/friends/roommates,Single,Male 65+,0.741006,0.867005,0.945554
Missouri,Midwest,West North Central,Married,Live with spouse/partner,Married,Female 65+,0.493044,2.102272,1.037419
Oregon,West,Pacific,Married,Live with spouse/partner,Married,Male 65+,1.173068,0.336172,0.746547
Pennsylvania,Northeast,Middle Atlantic,Single,Live with spouse/partner,Living with partner,Female 25–34,1.90464,0.875022,0.952985
Arizona,West,Mountain,Married,Live with spouse/partner,Married,Male 65+,0.436026,2.191983,1.085831
Iowa,Midwest,West North Central,Widowed/widower,Only adult in household,Single,Male 65+,0.462591,0.964508,0.980055
Connecticut,Northeast,New England,Married,Live with spouse/partner,Married,Male 55–64,0.329072,1.161108,0.813925
Arizona,West,Mountain,Married,Live with spouse/partner,Married,Male 65+,0.365691,1.878502,0.893068
Arizona,West,Mountain,Married,Live with spouse/partner,Married,Male 55–64,0.839474,2.82892,1.124439
Missouri,Midwest,West North Central,Married,Live with spouse/partner,Married,Male 65+,0.472427,2.231207,1.134049
Tennessee,South,East South Central,Single,Live with family/friends/roommates,Single,Male 55–64,0.741006,1.396109,0.909856
Pennsylvania,Northeast,Middle Atlantic,Married,Live with spouse/partner,Married,Male 55–64,1.941959,0.968699,0.895216
North Carolina,South,South Atlantic,Married,Live with spouse/partner,Married,Female 45–54,1.095263,1.472662,0.907094
New Jersey,Northeast,Middle Atlantic,Widowed/widower,Only adult in household,Single,Female 65+,2.069801,0.725601,1.070322
Pennsylvania,Northeast,Middle Atlantic,Married,Live with spouse/partner,Married,Female 55–64,1.735925,0.838586,0.920268
Georgia,South,South Atlantic,Married,Live with spouse/partner,Married,Male 65+,0.934276,1.214303,0.844858
Washington,West,Pacific,Widowed/widower,Live with family/friends/roommates,Single,Female 65+,1.490766,0.86348,0.985495
Virginia,South,South Atlantic,Married,Live with spouse/partner,Married,Male 65+,1.113969,1.140751,0.942803
Washington,West,Pacific,Married,Live with spouse/partner,Married,Male 55–64,1.173068,0.614128,0.770516
New Jersey,Northeast,Middle Atlantic,Married,Live with spouse/partner,Married,Female 25–34,1.595171,0.531232,0.742201
Massachusetts,Northeast,New England,Single,Only adult in household,Single,Male 55–64,0.400706,4.113373,1.393128
Kentucky,South,East South Central,Single,Only adult in household,Single,Female 25–34,0.725749,0.938296,0.972626
Louisiana,South,West South Central,Married,Live with spouse/partner,Married,Female 55–64,1.488421,0.465853,1.167696
New Mexico,West,Mountain,Single,Live with spouse/partner,Living with partner,Female 18–24,0.436129,0.65742,0.966256
Oklahoma,South,West South Central,Married,Live with spouse/partner,Married,Female 25–34,1.367736,0.41075,0.96199
North Carolina,South,South Atlantic,Married,Live with spouse/partner,Married,Female 65+,1.187303,1.499772,0.914763
Kentucky,South,East South Central,Widowed/widower,Only adult in household,Single,Female 55–64,0.789787,0.953596,1.028592
New Jersey,Northeast,Middle Atlantic,Divorced,Live with family/friends/roommates,Single,Female 65+,1.735925,0.582311,0.885749
Ohio,Midwest,East North Central,Divorced,Only adult in household,Single,Female 65+,1.493087,1.232229,0.928772
Ohio,Midwest,East North Central,Married,Live with spouse/partner,Married,Male 55–64,1.398905,1.224305,0.833195
Wisconsin,Midwest,East North Central,Single,Only adult in household,Single,Female 35–44,1.375414,0.690359,0.948106
California,West,Pacific,Single,Live in parents’ home,Single,Male 18–24,3.136781,3.830626,0.975251
Arizona,West,Mountain,Married,Live with spouse/partner,Married,Male 25–34,0.820121,2.761673,0.876774
Michigan,Midwest,East North Central,Widowed/widower,Only adult in household,Single,Male 65+,1.17325,0.843553,0.82229
Michigan,Midwest,East North Central,Widowed/widower,Live with family/friends/roommates,Single,Female 55–64,1.250487,0.939771,0.894291
Illinois,Midwest,East North Central,Single,Only adult in household,Single,Female 35–44,1.153548,1.13915,0.83008
Colorado,West,Mountain,Single,Live with family/friends/roommates,Single,Female 18–24,0.82219,2.330857,1.277626
New Jersey,Northeast,Middle Atlantic,Married,Live with spouse/partner,Married,Male 35–44,2.423915,0.976943,1.452646
Utah,West,Mountain,Single,Live in parents’ home,Single,Male 18–24,0.507903,1.13511,1.308771
Maine,Northeast,New England,Divorced,Only adult in household,Single,Female 65+,0.418193,0.600247,1.058418
New Mexico,West,Mountain,Married,Live with spouse/partner,Married,Female 65+,0.464731,0.659224,0.853304
South Dakota,Midwest,West North Central,Divorced,Live with spouse/partner,Living with partner,Male 55–64,0.462591,0.273177,1.079926
Ohio,Midwest,East North Central,Divorced,Only adult in household,Single,Female 45–54,1.153548,1.123949,0.859644
Utah,West,Mountain,Married,Live with spouse/partner,Married,Male 45–54,0.352729,0.828686,0.785036
Mississippi,South,East South Central,Married,Live with spouse/partner,Married,Female 45–54,0.728562,0.606352,1.09085
Mississippi,South,East South Central,Single,Live in parents’ home,Single,Female 18–24,0.725749,0.616887,0.951607
Nebraska,Midwest,West North Central,Married,Live with spouse/partner,Married,Female 35–44,0.454823,0.632338,1.01326
New Hampshire,Northeast,New England,Married,Live with spouse/partner,Married,Female 65+,0.418193,0.602987,1.047031
Nebraska,Midwest,West North Central,Married,Live with spouse/partner,Married,Female 45–54,0.381456,0.539906,0.847823
Idaho,West,Mountain,Single,Only adult in household,Single,Male 55–64,0.365691,0.518052,0.700429
West Virginia,South,South Atlantic,Single,Live with family/friends/roommates,Single,Male 25–34,1.088288,0.24686,0.881296
West Virginia,South,South Atlantic,Married,Live with spouse/partner,Married,Female 65+,1.187303,0.246501,1.07605
New Hampshire,Northeast,New England,Married,Live with spouse/partner,Married,Female 25–34,0.384285,0.571855,1.21137
New Mexico,West,Mountain,Single,Live in parents’ home,Single,Female 25–34,0.82219,0.775377,1.079915
Maine,Northeast,New England,Married,Live with spouse/partner,Married,Female 65+,0.418193,0.600247,1.058418
Utah,West,Mountain,Widowed/widower,Only adult in household,Single,Male 65+,0.436026,0.996462,0.769397
Wisconsin,Midwest,East North Central,Married,Live with spouse/partner,Married,Female 25–34,1.370103,0.632858,1.027908
Kansas,Midwest,West North Central,Married,Live with spouse/partner,Married,Female 35–44,0.381456,0.813282,0.800496
Kansas,Midwest,West North Central,Married,Live with spouse/partner,Married,Female 45–54,0.381456,0.813282,0.800496
Mississippi,South,East South Central,Divorced,Only adult in household,Single,Female 65+,0.676473,0.753835,1.0473
Utah,West,Mountain,Married,Live with spouse/partner,Married,Female 35–44,0.359551,0.841854,0.820937
Mississippi,South,East South Central,Single,Live with spouse/partner,Living with partner,Female 25–34,0.726766,0.57406,0.953212
West Virginia,South,South Atlantic,Single,Live with family/friends/roommates,Single,Male 65+,1.113969,0.233303,1.055113
Kansas,Midwest,West North Central,Married,Live with spouse/partner,Married,Male 65+,0.387971,0.746579,0.763775
