age,education_level,occupation,number_of_dependents,location,work_experience,marital_status,employment_status,household_size,homeownership_status,type_of_housing,gender,primary_mode_of_transportation,income,log_income
33,Master's,Others,3,Urban,16,Single,Full-time,1,Own,Apartment,Male,Car,72082,11.185573511837868
40,High School,Education,3,Urban,11,Married,Full-time,7,Rent,Single-family home,Male,Public transit,66368,11.102985358978096
28,High School,Others,3,Urban,14,Married,Full-time,1,Rent,Apartment,Female,Public transit,3070473,14.937342505039465
29,Master's,Technology,3,Urban,4,Single,Self-employed,7,Own,Apartment,Male,Public transit,74646,11.220525614617934
27,Bachelor's,Finance,5,Urban,33,Single,Part-time,1,Own,Townhouse,Female,Biking,66606,11.10656495611043
49,Bachelor's,Healthcare,5,Urban,49,Married,Self-employed,2,Own,Townhouse,Male,Public transit,310535,12.646055115663899
33,High School,Technology,5,Urban,2,Divorced,Full-time,2,Own,Apartment,Male,Public transit,66870,11.110520669325322
25,High School,Healthcare,4,Urban,4,Married,Part-time,7,Own,Single-family home,Male,Public transit,46140,10.739457204661502
55,Bachelor's,Healthcare,3,Urban,33,Married,Full-time,2,Rent,Apartment,Female,Public transit,162536,11.998660947141662
29,Master's,Technology,2,Urban,8,Married,Self-employed,6,Own,Single-family home,Female,Public transit,68054,11.128071480766174
41,Bachelor's,Finance,5,Urban,23,Married,Full-time,6,Own,Single-family home,Male,Walking,67936,11.126336084130871
45,Bachelor's,Technology,2,Urban,4,Divorced,Full-time,5,Own,Townhouse,Male,Car,73178,11.200663773544058
70,High School,Others,0,Suburban,26,Married,Full-time,1,Own,Apartment,Male,Biking,5257109,15.475092004064315
25,Bachelor's,Finance,1,Urban,48,Single,Full-time,7,Own,Apartment,Male,Biking,58367,10.974523073434003
45,High School,Healthcare,5,Urban,19,Married,Part-time,2,Own,Apartment,Female,Biking,355096,12.780146270571077
53,Bachelor's,Education,2,Suburban,46,Single,Full-time,2,Own,Single-family home,Male,Public transit,70002,11.156293377256013
43,Master's,Technology,0,Urban,44,Married,Part-time,7,Rent,Apartment,Male,Car,3283237,15.004340688525629
25,High School,Others,4,Urban,40,Married,Part-time,7,Rent,Apartment,Male,Walking,65648,11.09207764732247
67,High School,Others,1,Urban,1,Married,Part-time,4,Rent,Apartment,Male,Car,65310,11.086915754370356
45,High School,Finance,3,Urban,22,Married,Self-employed,5,Own,Single-family home,Male,Public transit,70482,11.163126824970929
45,Bachelor's,Technology,5,Urban,33,Single,Full-time,2,Own,Townhouse,Male,Biking,73930,11.210887504768337
54,Master's,Finance,5,Rural,28,Divorced,Full-time,2,Own,Apartment,Male,Biking,67958,11.126659861139645
58,High School,Healthcare,3,Urban,42,Single,Full-time,2,Own,Apartment,Male,Public transit,66730,11.108424891548891
53,Master's,Healthcare,4,Urban,34,Single,Full-time,4,Own,Apartment,Male,Public transit,75446,11.231185701974077
44,High School,Technology,1,Suburban,29,Married,Self-employed,4,Rent,Apartment,Male,Public transit,9256278,16.04081269001157
34,Master's,Others,5,Urban,2,Divorced,Part-time,5,Own,Single-family home,Male,Public transit,65140,11.084309430262897
26,Bachelor's,Others,2,Urban,9,Married,Part-time,1,Rent,Single-family home,Female,Car,74766,11.22213189014501
50,Bachelor's,Education,1,Urban,33,Married,Full-time,1,Own,Apartment,Female,Public transit,74672,11.220873860000504
70,Bachelor's,Finance,0,Urban,0,Married,Self-employed,6,Rent,Townhouse,Female,Public transit,73016,11.198447569731284
37,Bachelor's,Others,5,Suburban,5,Single,Full-time,7,Own,Single-family home,Male,Car,67003,11.112507598083578
30,Master's,Technology,4,Urban,5,Married,Full-time,5,Own,Townhouse,Male,Car,65080,11.083387926918672
45,Master's,Education,2,Suburban,42,Single,Self-employed,6,Rent,Apartment,Female,Car,2928110,14.889868063180845
65,Bachelor's,Technology,1,Urban,15,Divorced,Full-time,1,Own,Single-family home,Male,Car,70870,11.168616602047633
46,High School,Technology,1,Suburban,0,Single,Part-time,3,Own,Single-family home,Female,Car,68050,11.128012703048789
30,High School,Technology,2,Urban,4,Single,Part-time,6,Rent,Apartment,Female,Public transit,401371,12.902643957056814
63,Master's,Technology,0,Suburban,24,Married,Self-employed,1,Own,Single-family home,Female,Public transit,91729,11.426604758503702
52,Bachelor's,Finance,0,Urban,26,Married,Full-time,4,Own,Townhouse,Male,Car,5409638,15.503692920315272
23,Bachelor's,Healthcare,1,Suburban,41,Married,Self-employed,4,Own,Single-family home,Female,Car,73234,11.201428727752408
35,Bachelor's,Education,3,Urban,37,Single,Full-time,2,Own,Townhouse,Male,Public transit,64902,11.08064912658532
68,Master's,Technology,2,Urban,42,Single,Full-time,4,Own,Apartment,Male,Public transit,72248,11.187873765048444
22,Bachelor's,Healthcare,5,Urban,25,Married,Full-time,3,Own,Single-family home,Female,Walking,71774,11.181291504989264
64,Master's,Others,0,Urban,15,Married,Full-time,3,Own,Apartment,Male,Public transit,70682,11.16596037035461
42,Master's,Healthcare,5,Urban,44,Married,Self-employed,7,Rent,Single-family home,Male,Car,72128,11.186211461544689
19,Bachelor's,Technology,0,Urban,43,Married,Part-time,3,Own,Apartment,Male,Public transit,66146,11.09963481704077
27,High School,Others,0,Urban,49,Married,Part-time,2,Own,Apartment,Male,Public transit,69200,11.1447705923684
47,Master's,Healthcare,4,Suburban,25,Married,Full-time,1,Own,Single-family home,Female,Public transit,72950,11.197543261876168
67,Bachelor's,Finance,5,Urban,44,Married,Part-time,7,Rent,Single-family home,Male,Public transit,4687100,15.36032482563789
62,Master's,Technology,3,Urban,36,Single,Full-time,2,Own,Single-family home,Female,Walking,37263,10.525782992124123
22,High School,Healthcare,0,Urban,27,Married,Full-time,4,Rent,Single-family home,Female,Car,1438977,14.179443697357918
50,High School,Others,3,Urban,27,Single,Part-time,3,Own,Apartment,Male,Car,499862,13.122089339859471
18,Master's,Healthcare,1,Rural,29,Married,Part-time,7,Own,Apartment,Female,Car,1392089,14.14631677295886
35,Bachelor's,Technology,1,Urban,12,Married,Full-time,2,Own,Apartment,Male,Biking,71758,11.181068561295557
49,Bachelor's,Healthcare,4,Urban,24,Single,Full-time,6,Rent,Apartment,Male,Public transit,55420,10.922713862281604
64,Master's,Healthcare,3,Urban,44,Married,Part-time,2,Own,Single-family home,Male,Car,67150,11.114699093873261
66,Bachelor's,Others,2,Urban,50,Single,Full-time,7,Own,Single-family home,Male,Car,74874,11.22357533541775
28,Bachelor's,Finance,4,Urban,18,Divorced,Self-employed,3,Rent,Apartment,Male,Biking,3506912,15.070246721286802
38,High School,Healthcare,0,Urban,12,Single,Self-employed,5,Own,Apartment,Male,Public transit,72664,11.19361511706027
43,Master's,Technology,1,Urban,10,Divorced,Part-time,3,Own,Single-family home,Male,Public transit,65710,11.093021618159923
42,Master's,Finance,1,Urban,47,Married,Full-time,5,Rent,Townhouse,Male,Public transit,69022,11.142195061369517
39,High School,Others,2,Urban,22,Single,Part-time,3,Own,Apartment,Female,Car,449667,13.016264811676765
44,Master's,Technology,4,Urban,13,Single,Full-time,1,Own,Single-family home,Male,Public transit,73702,11.207798782912073
66,Master's,Others,3,Urban,9,Single,Part-time,5,Rent,Single-family home,Male,Public transit,73358,11.203120475430676
30,Bachelor's,Technology,1,Rural,33,Single,Full-time,5,Own,Single-family home,Female,Public transit,65402,11.088323407952855
50,Bachelor's,Technology,0,Rural,39,Single,Full-time,6,Own,Apartment,Female,Public transit,71632,11.179311140624536
51,Bachelor's,Others,2,Suburban,22,Single,Self-employed,2,Own,Apartment,Female,Car,69468,11.148635888880573
58,High School,Healthcare,2,Suburban,39,Single,Full-time,5,Own,Apartment,Male,Public transit,75064,11.226109683846405
52,Master's,Healthcare,5,Urban,20,Married,Part-time,4,Own,Apartment,Male,Public transit,7215570,15.79175188773779
18,Master's,Education,2,Urban,19,Single,Part-time,2,Rent,Apartment,Male,Walking,65088,11.083510843105353
38,Bachelor's,Healthcare,0,Urban,31,Married,Full-time,7,Rent,Single-family home,Male,Biking,9716762,16.089363096280227
65,Bachelor's,Healthcare,2,Urban,13,Single,Full-time,2,Rent,Single-family home,Female,Biking,224095,12.319829810455245
23,High School,Finance,3,Suburban,23,Divorced,Part-time,6,Own,Single-family home,Male,Biking,70966,11.169970259243295
45,High School,Technology,5,Urban,45,Married,Part-time,7,Rent,Apartment,Female,Public transit,36759,10.512165576469624
34,Bachelor's,Education,3,Urban,17,Married,Full-time,7,Own,Single-family home,Female,Public transit,68666,11.137024013460758
22,High School,Education,4,Urban,46,Single,Full-time,1,Own,Single-family home,Female,Public transit,68714,11.137722794988953
48,Bachelor's,Healthcare,4,Urban,29,Married,Part-time,2,Rent,Single-family home,Male,Car,79533,11.283939882172385
22,Bachelor's,Education,3,Urban,27,Single,Self-employed,7,Rent,Apartment,Female,Walking,120065,11.695796870569618
55,Master's,Technology,0,Urban,47,Divorced,Self-employed,7,Rent,Townhouse,Male,Car,72060,11.185268261530247
20,Bachelor's,Healthcare,5,Rural,13,Married,Part-time,2,Own,Single-family home,Male,Car,66750,11.108724557423686
70,Bachelor's,Others,4,Urban,41,Married,Self-employed,4,Own,Apartment,Male,Car,67070,11.11350703877837
40,Bachelor's,Education,2,Urban,20,Married,Full-time,2,Rent,Townhouse,Female,Car,729029,13.49947016240744
54,High School,Others,3,Urban,33,Married,Full-time,5,Rent,Townhouse,Female,Car,664183,13.406314498504855
70,High School,Healthcare,1,Urban,4,Single,Full-time,6,Own,Apartment,Male,Car,1703881,14.348419735147296
54,High School,Finance,0,Urban,30,Married,Self-employed,7,Rent,Apartment,Female,Public transit,75234,11.228371827192978
27,Master's,Technology,0,Urban,2,Single,Self-employed,6,Own,Single-family home,Female,Public transit,73296,11.202274959342775
27,High School,Finance,3,Urban,22,Married,Full-time,1,Rent,Townhouse,Male,Public transit,73808,11.20923595437263
36,Master's,Technology,1,Urban,38,Single,Part-time,6,Own,Single-family home,Female,Car,74182,11.21429029239352
34,Doctorate,Others,0,Urban,43,Single,Full-time,6,Rent,Apartment,Female,Public transit,66426,11.103858879320397
38,Master's,Technology,5,Urban,29,Married,Part-time,4,Own,Single-family home,Male,Car,67612,11.121555551234609
31,High School,Finance,4,Suburban,41,Single,Full-time,6,Rent,Single-family home,Female,Public transit,68126,11.129128889332778
26,Master's,Others,5,Urban,42,Married,Self-employed,3,Rent,Apartment,Female,Public transit,593149,13.29320259708925
63,High School,Finance,1,Urban,29,Married,Full-time,3,Rent,Single-family home,Female,Public transit,74160,11.213993684506969
18,Bachelor's,Technology,5,Suburban,48,Divorced,Part-time,3,Rent,Apartment,Male,Car,138134,11.835986746823577
68,Master's,Healthcare,2,Urban,35,Single,Full-time,4,Rent,Apartment,Female,Car,1095081,13.906339804273681
62,Bachelor's,Others,4,Urban,37,Married,Full-time,3,Own,Single-family home,Female,Car,72774,11.195127768613824
30,Bachelor's,Technology,1,Urban,6,Married,Part-time,5,Own,Townhouse,Male,Biking,66242,11.101085077888659
21,High School,Technology,3,Suburban,4,Single,Full-time,3,Own,Townhouse,Male,Public transit,2946835,14.896242610357953
18,Bachelor's,Healthcare,0,Suburban,5,Married,Full-time,3,Own,Single-family home,Male,Biking,71884,11.182822898856692
66,Bachelor's,Technology,4,Urban,48,Single,Part-time,1,Own,Apartment,Female,Biking,65946,11.09660666810398
57,Bachelor's,Technology,3,Urban,13,Single,Part-time,3,Own,Apartment,Male,Car,6644024,15.709228512501742
49,Doctorate,Technology,1,Urban,10,Single,Full-time,7,Own,Single-family home,Male,Public transit,66780,11.109173887928804
51,Master's,Education,2,Rural,36,Married,Part-time,3,Rent,Apartment,Female,Car,75402,11.230602341002943
45,Master's,Healthcare,0,Urban,1,Single,Part-time,2,Own,Single-family home,Female,Biking,842278,13.643866592258117
48,Bachelor's,Education,0,Suburban,30,Single,Full-time,5,Rent,Single-family home,Female,Car,1679420,14.3339596491193
25,Bachelor's,Finance,4,Urban,45,Married,Part-time,7,Own,Single-family home,Female,Walking,71356,11.175450726011427
56,Master's,Healthcare,3,Urban,26,Single,Self-employed,4,Own,Apartment,Male,Walking,68034,11.12777755762496
43,Master's,Technology,1,Urban,15,Married,Self-employed,1,Own,Townhouse,Female,Car,7391169,15.815796602449604
51,Bachelor's,Technology,1,Suburban,1,Single,Full-time,4,Own,Apartment,Male,Car,99759,11.510522580353918
20,High School,Others,3,Urban,48,Single,Part-time,3,Own,Townhouse,Male,Car,70966,11.169970259243295
67,High School,Healthcare,0,Urban,25,Married,Part-time,2,Own,Single-family home,Female,Public transit,66384,11.103226406330002
29,Bachelor's,Healthcare,3,Urban,15,Married,Full-time,3,Own,Townhouse,Male,Biking,72822,11.195787118354053
18,Bachelor's,Technology,5,Urban,8,Married,Part-time,3,Rent,Apartment,Female,Biking,4882517,15.40117162836212
61,Master's,Technology,1,Suburban,8,Married,Full-time,6,Rent,Townhouse,Male,Public transit,65210,11.085383445340975
22,High School,Healthcare,3,Urban,4,Divorced,Full-time,6,Own,Apartment,Male,Biking,88374,11.389344403198875
47,High School,Finance,0,Urban,35,Single,Part-time,1,Own,Townhouse,Male,Biking,74108,11.213292261398694
47,Bachelor's,Technology,4,Urban,6,Married,Full-time,1,Own,Single-family home,Male,Public transit,74296,11.215825853040078
34,Bachelor's,Education,5,Urban,31,Married,Full-time,4,Rent,Townhouse,Male,Public transit,702136,13.461883820662514
65,High School,Education,0,Suburban,28,Married,Full-time,7,Own,Apartment,Male,Biking,6867844,15.742360932311518
64,Bachelor's,Others,2,Urban,36,Divorced,Full-time,3,Own,Single-family home,Male,Public transit,66948,11.111686414487977
40,Bachelor's,Healthcare,2,Suburban,2,Married,Full-time,6,Rent,Single-family home,Female,Public transit,69330,11.146647415602889
32,Master's,Healthcare,3,Urban,29,Single,Self-employed,4,Rent,Single-family home,Male,Biking,74582,11.219667878185263
54,Bachelor's,Healthcare,0,Urban,39,Married,Full-time,3,Rent,Townhouse,Male,Biking,69216,11.145001776175004
38,Bachelor's,Technology,0,Urban,30,Single,Part-time,1,Own,Single-family home,Male,Public transit,68502,11.134632818911754
31,Bachelor's,Finance,1,Rural,47,Single,Full-time,2,Own,Apartment,Female,Car,65380,11.08798697535854
19,Master's,Education,4,Urban,26,Married,Full-time,6,Own,Townhouse,Female,Public transit,71800,11.181653682515929
28,High School,Healthcare,5,Urban,5,Single,Self-employed,6,Own,Apartment,Male,Public transit,284420,12.558210813847657
68,Master's,Healthcare,0,Suburban,28,Single,Part-time,7,Rent,Single-family home,Male,Biking,2176245,14.593111932038722
56,Bachelor's,Technology,5,Rural,8,Divorced,Full-time,4,Rent,Single-family home,Female,Public transit,73356,11.203093211873872
55,Master's,Healthcare,3,Urban,19,Single,Part-time,4,Own,Apartment,Male,Public transit,74016,11.212050075532202
51,Master's,Others,1,Urban,49,Married,Full-time,5,Rent,Single-family home,Female,Public transit,69482,11.148837397315821
55,Bachelor's,Healthcare,5,Urban,10,Single,Self-employed,6,Own,Single-family home,Female,Public transit,66510,11.10512262649847
67,Bachelor's,Healthcare,5,Urban,18,Single,Full-time,5,Own,Apartment,Female,Car,66164,11.09990690120715
51,High School,Healthcare,5,Urban,38,Single,Self-employed,2,Rent,Apartment,Female,Biking,251933,12.436922427428614
35,Master's,Finance,5,Rural,9,Married,Full-time,6,Own,Single-family home,Male,Public transit,74630,11.220311249472886
47,Bachelor's,Technology,5,Urban,4,Single,Part-time,5,Rent,Apartment,Female,Car,504735,13.1317907992872
32,Bachelor's,Others,1,Urban,38,Married,Self-employed,2,Own,Single-family home,Female,Car,68812,11.139147959560345
44,Master's,Education,3,Suburban,22,Married,Full-time,3,Rent,Townhouse,Male,Walking,2270297,14.635421658374483
68,Master's,Healthcare,5,Urban,5,Married,Full-time,5,Own,Apartment,Female,Car,1316336,14.090363437112117
51,High School,Technology,5,Urban,30,Single,Part-time,5,Own,Single-family home,Male,Public transit,65902,11.09593924297492
69,Bachelor's,Technology,3,Suburban,17,Single,Full-time,4,Rent,Single-family home,Male,Car,1552014,14.25506464462705
55,Bachelor's,Technology,0,Rural,20,Married,Part-time,2,Rent,Apartment,Male,Biking,88122,11.386488844821573
50,Bachelor's,Education,0,Urban,14,Married,Part-time,4,Rent,Single-family home,Male,Car,75162,11.227414367579149
41,Bachelor's,Healthcare,1,Urban,30,Married,Full-time,5,Own,Single-family home,Female,Car,68996,11.14181830437332
32,Bachelor's,Healthcare,1,Urban,9,Married,Part-time,7,Own,Single-family home,Male,Public transit,65664,11.09232133801926
47,Bachelor's,Technology,4,Urban,5,Married,Full-time,6,Own,Single-family home,Female,Biking,65340,11.087374989598707
59,Master's,Technology,1,Urban,23,Single,Self-employed,7,Own,Apartment,Male,Car,47782,10.774425206686043
68,High School,Finance,3,Urban,32,Single,Full-time,3,Rent,Apartment,Male,Car,1087372,13.899275253516278
34,Bachelor's,Education,5,Suburban,27,Married,Part-time,7,Own,Townhouse,Male,Public transit,9531509,16.070113710088428
22,High School,Finance,3,Suburban,27,Single,Full-time,1,Rent,Single-family home,Male,Biking,8157877,15.914494644102072
46,High School,Education,4,Suburban,9,Divorced,Part-time,2,Rent,Apartment,Male,Car,73616,11.206631256306466
